,unit,ticker,exchangeCD,shortNM,currencyCD,barTime,dataDate,closePrice,openPrice,highPrice,lowPrice,totalVolume,totalValue
215,1,000001,XSHG,上证指数,,14:35,2016-07-01,2932.5429999999997,2932.942,2933.114,2932.3559999999998,49904400,587380872.4
216,1,000001,XSHG,上证指数,,14:36,2016-07-01,2932.41,2933.567,2933.567,2932.41,44133500,553370564.3
217,1,000001,XSHG,上证指数,,14:37,2016-07-01,2932.948,2933.0570000000002,2933.32,2932.703,50223100,583764824.6
218,1,000001,XSHG,上证指数,,14:38,2016-07-01,2932.0879999999997,2933.732,2933.732,2931.8790000000004,49441300,603423215.4
219,1,000001,XSHG,上证指数,,14:39,2016-07-01,2932.125,2933.4390000000003,2933.4390000000003,2931.946,52132700,637598448.8
220,1,000001,XSHG,上证指数,,14:40,2016-07-01,2932.586,2932.7209999999995,2932.99,2932.13,51466800,661465525.4
221,1,000001,XSHG,上证指数,,14:41,2016-07-01,2935.449,2933.217,2935.449,2932.68,86397200,1049221208.3
222,1,000001,XSHG,上证指数,,14:42,2016-07-01,2936.816,2935.493,2936.816,2934.862,87994700,1088595026.8
223,1,000001,XSHG,上证指数,,14:43,2016-07-01,2937.9440000000004,2936.975,2938.195,2936.57,85078000,994811951.5
224,1,000001,XSHG,上证指数,,14:44,2016-07-01,2937.275,2938.185,2938.185,2936.6259999999997,73416600,880097838.5
225,1,000001,XSHG,上证指数,,14:45,2016-07-01,2937.296,2937.0490000000004,2937.673,2936.9709999999995,68707300,795475740.1
226,1,000001,XSHG,上证指数,,14:46,2016-07-01,2936.778,2936.809,2937.613,2936.605,62362700,720243716.0
227,1,000001,XSHG,上证指数,,14:47,2016-07-01,2935.329,2936.915,2937.367,2935.329,60051900,711776238.5
228,1,000001,XSHG,上证指数,,14:48,2016-07-01,2935.698,2936.3559999999998,2936.3559999999998,2935.623,61974600,751324944.9
229,1,000001,XSHG,上证指数,,14:49,2016-07-01,2935.3309999999997,2935.441,2935.8779999999997,2935.1859999999997,64524400,775864102.2
230,1,000001,XSHG,上证指数,,14:50,2016-07-01,2935.3909999999996,2935.02,2935.494,2934.4570000000003,65821600,776038830.6
231,1,000001,XSHG,上证指数,,14:51,2016-07-01,2934.035,2935.5029999999997,2935.5029999999997,2934.035,74236700,885710284.9
232,1,000001,XSHG,上证指数,,14:52,2016-07-01,2934.722,2934.742,2935.1659999999997,2934.17,66783000,818654851.8
233,1,000001,XSHG,上证指数,,14:53,2016-07-01,2933.717,2934.3790000000004,2935.243,2933.284,82698100,982634012.9
234,1,000001,XSHG,上证指数,,14:54,2016-07-01,2934.007,2933.4840000000004,2934.3259999999996,2933.375,91453600,1112478740.8
235,1,000001,XSHG,上证指数,,14:55,2016-07-01,2933.665,2932.968,2933.991,2932.968,85185600,1046539586.6
236,1,000001,XSHG,上证指数,,14:56,2016-07-01,2932.969,2933.2940000000003,2933.696,2932.4829999999997,115743100,1431935430.6
237,1,000001,XSHG,上证指数,,14:57,2016-07-01,2932.8509999999997,2933.094,2933.1890000000003,2932.5559999999996,105095900,1288789444.0
238,1,000001,XSHG,上证指数,,14:58,2016-07-01,2932.4309999999996,2932.849,2933.027,2932.3190000000004,118334300,1467245175.7
239,1,000001,XSHG,上证指数,,14:59,2016-07-01,2932.5640000000003,2932.67,2933.0609999999997,2932.3940000000002,125125500,1497855536.4
240,1,000001,XSHG,上证指数,,15:00,2016-07-01,2932.4759999999997,2932.438,2933.2540000000004,2932.097,155025200,1870300427.9
